,cluster
PHC1,184
PHC2,5
PHC3,64
PHETA1,175
PHETA2,19
PHEX,20
PHF1,139
PHF10,143
PHF11,140
PHF12,62
PHF13,75
PHF14,87
PHF19,139
PHF2,137
PHF20,3
PHF20L1,30
PHF21A,68
PHF21B,18
PHF23,83
PHF24,176
PHF3,44
PHF6,88
PHF7,187
PHF8,192
PHGDH,153
PHIP,88
PHKA1,171
PHKA2,29
PHKB,9
PHKG1,138
PHKG2,133
PHLDA1,197
PHLDA2,78
PHLDA3,198
PHLDB1,79
PHLDB2,157
PHLDB3,132
PHLPP1,170
PHLPP2,48
PHOSPHO1,132
PHOSPHO2,32
PHOX2A,92
PHOX2B,92
PHRF1,61
PHTF1,154
PHTF2,24
PHYHIP,180
PHYHIPL,37
PHYKPL,74
PI15,32
PI3,1
PI4K2A,68
PI4K2B,42
PI4KA,163
PI4KB,149
PIAS1,59
PIAS2,144
PIAS3,37
PIAS4,84
PICALM,113
PICK1,23
PIDD1,185
PIERCE1,20
PIERCE2,9
PIEZO1,175
PIGA,23
PIGB,128
PIGK,44
PIGR,61
PIH1D1,99
PIH1D2,79
PIK3AP1,113
PIK3C2A,38
PIK3C2B,181
PIK3C2G,128
PIK3C3,110
PIK3CA,160
PIK3CB,149
PIK3CD,113
PIK3CG,115
PIK3IP1,199
PIK3R1,113
PIK3R2,189
PIK3R3,28
PIK3R5,115
PIKFYVE,39
PILRA,166
PILRB,166
PIM1,57
PIM2,117
PIM3,98
PIN1,193
PIN4,185
PINK1,145
PINLYP,172
PINX1,99
PIP4K2A,29
PIP4K2B,122
PIP4K2C,29
PIP4P1,5
PIP4P2,30
PIP5K1A,129
PIP5K1B,34
PIP5K1C,58
PIP5KL1,197
PIRT,5
PITPNA,172
PITPNB,48
PITPNC1,39
PITPNM1,119
PITPNM2,175
PITPNM3,199
PITRM1,99
PITX1,175
PITX2,4
PITX3,11
PIWIL1,32
PIWIL2,55
PIWIL3,145
PIWIL4,29
PJA1,138
PJA2,31
PJVK,66
PKD1L1,185
PKD2,21
PKD2L1,143
PKD2L2,139
PKDCC,170
PKDREJ,17
PKHD1,173
PKHD1L1,177
PKIA,47
PKIB,19
PKIG,166
PKLR,173
PKM,99
PKMYT1,104
PKN1,49
PKN2,152
PKN3,132
PKNOX1,104
PKNOX2,79
PKP1,11
PKP2,178
PKP3,78
PKP4,21
PLA1A,42
PLA2G12A,185
PLA2G12B,165
PLA2G15,20
PLA2G1B,69
PLA2G2A,191
PLA2G2D,89
PLA2G2E,17
PLA2G2F,89
PLA2G3,125
PLA2G4A,42
PLA2G4B,68
PLA2G4C,27
PLA2G4D,143
PLA2G4E,177
PLA2G4F,137
PLA2G5,26
PLA2G6,4
PLA2G7,24
PLA2R1,189
PLAAT2,26
PLAAT3,34
PLAAT4,180
PLAAT5,137
PLAC1,191
PLAC8,185
PLAC8L1,124
PLAG1,48
PLAGL1,178
PLAGL2,179
PLAT,134
PLAU,36
PLAUR,200
PLBD1,67
PLBD2,175
PLCB1,41
PLCB2,140
PLCB3,149
PLCB4,46
PLCD1,177
PLCD4,172
PLCE1,142
PLCG1,187
PLCG2,113
PLCH1,68
PLCH2,75
PLCL1,53
PLCL2,28
PLCXD2,136
PLCXD3,42
PLCZ1,42
PLD1,132
PLD2,184
PLD3,63
PLD4,190
PLD5,96
PLEC,78
PLEK,34
PLEK2,132
PLEKHA1,108
PLEKHA3,164
PLEKHA4,185
PLEKHA5,196
PLEKHA6,3
PLEKHA7,193
PLEKHA8,156
PLEKHB1,130
PLEKHB2,33
PLEKHD1,44
PLEKHF1,120
PLEKHF2,155
PLEKHG1,173
PLEKHG2,120
PLEKHG4,145
PLEKHG4B,78
PLEKHG5,168
PLEKHG6,60
PLEKHG7,8
PLEKHH1,42
PLEKHH2,54
PLEKHJ1,58
PLEKHM1,182
PLEKHM2,175
PLEKHM3,175
PLEKHN1,179
PLEKHO1,42
PLEKHO2,186
PLEKHS1,179
PLG,181
PLIN1,74
PLIN2,187
PLIN3,185
PLIN4,89
PLIN5,68
PLK1,13
PLK2,128
PLK3,21
PLK4,83
PLK5,69
PLLP,180
PLOD1,61
PLOD2,157
PLOD3,142
PLP1,180
PLP2,3
PLPP1,96
PLPP2,56
PLPP3,156
PLPP4,141
PLPP5,134
PLPP6,62
PLPP7,174
PLPPR1,24
PLPPR2,125
PLPPR3,56
PLPPR4,47
PLPPR5,32
PLS1,46
PLS3,8
PLSCR1,44
PLSCR2,94
PLSCR3,197
PLSCR4,188
PLSCR5,16
PLTP,124
PLXDC1,1
PLXDC2,44
PLXNA1,105
PLXNA2,125
PLXNA3,190
PLXNA4,55
PLXNB1,54
PLXNB2,98
PLXNB3,182
PLXNC1,61
PLXND1,55
PM20D1,143
PMEL,180
PMEPA1,181
PML,61
PMM1,171
PMM2,111
PMP2,30
PMP22,127
PMPCA,42
PMPCB,101
PMS1,26
PMS2,39
PNCK,180
PNKD,193
PNLDC1,175
PNLIP,2
PNLIPRP1,26
PNLIPRP3,50
PNMA1,41
PNMA2,44
PNMA3,65
PNMA5,187
PNMA6A,118
PNMA8A,178
PNMA8B,61
PNMT,122
PNOC,139
PNP,121
PNPLA1,21
PNPLA2,78
PNPLA3,198
PNPLA4,7
PNPLA5,98
PNPLA6,11
PNPLA7,54
PNRC1,180
PNRC2,125
POC1A,11
POC1B,11
PODN,18
PODNL1,164
POGK,190
POGLUT1,136
POGLUT2,157
POGLUT3,32
POGZ,197
POLA1,13
POLB,46
POLD1,113
POLDIP3,37
POLE4,83
POLG2,72
POLH,165
POLI,64
POLK,32
POLL,139
POLM,74
POLQ,200
POLR1A,100
POLR1B,100
POLR1C,101
POLR1D,101
POLR1F,127
POLR1H,100
POLR2B,35
POLR2C,13
POLR2G,13
POLR2I,194
POLR2L,194
POLR2M,162
POLR3A,101
POLR3B,101
POLR3H,101
POLR3K,101
POM121,126
POM121C,126
POM121L12,124
POM121L2,44
POMGNT1,189
POMGNT2,171
POMT1,15
POMT2,60
PON1,49
PON2,29
PON3,157
POP1,101
POPDC1,34
POPDC2,19
POPDC3,36
POR,67
PORCN,128
POSTN,164
POTEC,198
POTED,166
POTEE,40
POTEF,198
POTEG,194
POTEH,198
POTEI,30
POTEM,198
POU1F1,164
POU2F1,88
POU2F2,113
POU2F3,190
POU3F1,67
POU3F2,41
POU3F3,7
POU3F4,167
POU4F1,55
POU4F2,41
POU4F3,68
POU5F1,164
POU5F2,18
POU6F1,136
POU6F2,5
PP2D1,41
PPA1,99
PPA2,99
PPARA,3
PPARD,175
PPARG,104
PPARGC1A,48
PPARGC1B,194
PPBP,68
PPCS,113
PPDPF,77
PPDPFL,124
PPEF1,178
PPEF2,171
PPFIA1,30
PPFIA2,9
PPFIA3,189
PPFIBP1,31
PPFIBP2,26
PPIA,33
PPIAL4G,41
PPIB,127
PPIC,10
PPID,44
PPIE,109
PPIF,74
PPIG,109
PPIH,99
PPIL1,109
PPIL2,87
PPIL3,157
PPIL4,194
PPIL6,65
PPIP5K1,64
PPIP5K2,37
PPL,26
PPM1A,110
PPM1B,125
PPM1D,82
PPM1E,68
PPM1F,105
PPM1G,82
PPM1H,196
PPM1J,153
PPM1K,33
PPM1L,157
PPM1M,157
PPM1N,7
PPOX,110
PPP1CA,162
PPP1CB,159
PPP1CC,162
PPP1R10,88
PPP1R12A,159
PPP1R12B,7
PPP1R12C,61
PPP1R13B,77
PPP1R14A,120
PPP1R14B,185
PPP1R14C,88
PPP1R14D,177
PPP1R15A,157
PPP1R15B,160
PPP1R16A,61
PPP1R16B,4
PPP1R18,44
PPP1R1A,136
PPP1R1B,122
PPP1R1C,15
PPP1R2,162
PPP1R27,73
PPP1R37,7
PPP1R3A,16
PPP1R3B,61
PPP1R3C,48
PPP1R3D,69
PPP1R3E,121
PPP1R3F,188
PPP1R3G,17
PPP1R42,31
PPP1R7,162
PPP1R8,16
PPP1R9A,38
PPP2CA,110
PPP2CB,31
PPP2R1A,162
PPP2R1B,32
PPP2R2A,110
PPP2R2B,199
PPP2R2C,20
PPP2R3A,172
PPP2R5A,11
PPP2R5B,119
PPP2R5C,162
PPP2R5D,127
PPP2R5E,162
PPP3CA,108
PPP3CB,28
PPP3CC,140
PPP3R1,30
PPP3R2,137
PPP4C,99
PPP4R1,192
PPP4R3A,109
PPP4R3B,109
PPP5C,188
PPP6C,110
PPP6R1,192
PPP6R2,63
PPP6R3,110
PPRC1,101
PPT1,128
PPT2,14
PPWD1,99
PPY,184
PQBP1,110
PRAF2,189
PRAG1,115
PRAM1,145
PRAME,28
PRAMEF1,59
PRAMEF11,59
PRAMEF12,118
PRAMEF14,59
PRAMEF18,41
PRAMEF2,59
PRAMEF20,118
PRAMEF4,2
PRB2,185
PRCP,66
PRDM1,117
PRDM10,101
PRDM11,137
PRDM12,132
PRDM13,68
PRDM14,170
PRDM15,198
PRDM16,75
PRDM2,190
PRDM4,186
PRDM5,199
PRDM6,68
PRDM7,78
PRDM8,173
PRDM9,5
PRDX1,192
PRDX2,164
PRDX3,35
PRDX4,11
PRDX6,113
PRELID1,42
PRELID2,23
PRELID3A,172
PRELID3B,71
PRELP,181
PREP,191
PREPL,44
PREX1,115
PREX2,167
PRF1,173
PRG2,155
PRG3,184
PRG4,132
PRICKLE1,128
PRICKLE2,49
PRICKLE3,68
PRICKLE4,138
PRKAA1,116
PRKAA2,125
PRKAB1,69
PRKAB2,64
PRKACA,37
PRKACB,47
PRKACG,30
PRKAG1,165
PRKAG2,28
PRKAG3,68
PRKAR1A,152
PRKAR1B,61
PRKAR2A,164
PRKAR2B,37
PRKCA,27
PRKCB,157
PRKCD,48
PRKCE,149
PRKCG,58
PRKCH,22
PRKCI,158
PRKCQ,132
PRKCSH,150
PRKCZ,75
PRKD1,172
PRKD2,3
PRKD3,37
PRKG1,38
PRKG2,170
PRKN,199
PRKRA,62
PRKX,70
PRL,199
PRLHR,5
PRLR,145
PRMT1,99
PRMT2,78
PRMT3,192
PRMT6,48
PRMT7,159
PRMT8,167
PRMT9,8
PROC,174
PROCA1,123
PRODH,163
PRODH2,120
PROK1,154
PROK2,44
PROKR1,34
PROKR2,96
PROM1,172
PROM2,189
PROP1,185
PROS1,127
PROSER2,168
PROX1,60
PROX2,139
PROZ,77
PRP4K,88
PRPF19,16
PRPF40A,12
PRPF40B,53
PRPF6,13
PRPH,68
PRPH2,177
PRPS1,96
PRPS1L1,8
PRPS2,37
PRPSAP1,3
PRPSAP2,38
PRR11,164
PRR12,114
PRR14,133
PRR14L,23
PRR15,35
PRR15L,14
PRR16,143
PRR18,54
PRR23A,4
PRR23B,166
PRR23C,132
PRR3,26
PRR35,185
PRR4,198
PRR5,98
PRR5L,145
PRR7,74
PRR9,34
PRRC2A,88
PRRC2B,42
PRRC2C,88
PRRG1,157
PRRG2,178
PRRG3,191
PRRG4,145
PRRT1,191
PRRT2,36
PRRT3,74
PRRX1,48
PRRX2,41
PRSS1,178
PRSS12,186
PRSS16,41
PRSS21,124
PRSS22,145
PRSS23,130
PRSS27,159
PRSS3,141
PRSS33,191
PRSS35,189
PRSS36,125
PRSS37,171
PRSS38,17
PRSS48,4
PRSS50,184
PRSS53,167
PRSS54,144
PRSS55,60
PRSS57,56
PRSS58,51
PRTFDC1,5
PRTG,29
PRTN3,56
PRUNE2,132
PRX,18
PSAP,159
PSAPL1,174
PSAT1,14
PSCA,76
PSD,168
PSD2,180
PSD3,44
PSD4,143
PSEN1,29
PSEN2,58
PSG1,94
PSG11,94
PSG2,94
PSG3,94
PSG4,94
PSG5,94
PSG6,94
PSG8,94
PSG9,94
PSIP1,90
PSKH1,70
PSKH2,182
PSMA1,6
PSMA2,6
PSMA3,12
PSMA4,6
PSMA5,6
PSMA6,12
PSMA7,194
PSMA8,3
PSMB1,13
PSMB10,175
PSMB11,137
PSMB2,6
PSMB3,12
PSMB4,12
PSMB5,87
PSMB6,87
PSMB7,162
PSMB8,180
PSMB9,46
PSMC1,13
PSMC2,13
PSMC3,13
PSMC4,13
PSMC5,13
PSMC6,13
PSMD1,13
PSMD10,199
PSMD11,13
PSMD12,13
PSMD14,12
PSMD2,13
PSMD3,13
PSMD6,13
PSMD7,157
PSME1,184
PSME2,125
PSME3,82
PSPC1,143
PSPN,124
PSRC1,153
PSTPIP1,185
PSTPIP2,180
PTAFR,24
PTAR1,150
PTBP1,89
PTBP2,48
PTBP3,155
PTCD1,72
PTCH1,28
PTCH2,189
PTCHD1,22
PTCHD4,41
PTDSS1,113
PTDSS2,170
PTEN,108
PTF1A,61
PTGDR,132
PTGDR2,190
PTGDS,58
PTGER1,10
PTGER2,188
PTGER3,174
PTGER4,174
PTGES,19
PTGES3,26
PTGFR,1
PTGFRN,154
PTGIR,68
PTGIS,18
PTGR1,32
PTGR2,39
PTGR3,141
PTGS1,144
PTGS2,164
PTH1R,68
PTH2R,143
PTK2,152
PTK2B,189
PTK6,55
PTN,34
PTOV1,125
PTP4A1,81
PTP4A2,118
PTP4A3,61
PTPDC1,38
PTPMT1,99
PTPN1,62
PTPN11,159
PTPN12,9
PTPN13,170
PTPN14,105
PTPN18,174
PTPN2,62
PTPN20,183
PTPN21,70
PTPN22,154
PTPN23,107
PTPN3,39
PTPN4,28
PTPN5,132
PTPN6,173
PTPN7,115
PTPN9,186
PTPRA,139
PTPRB,39
PTPRD,62
PTPRE,78
PTPRF,189
PTPRG,132
PTPRH,179
PTPRJ,165
PTPRK,167
PTPRM,29
PTPRN,182
PTPRN2,97
PTPRO,1
PTPRR,174
PTPRS,174
PTPRT,70
PTPRU,173
PTPRZ1,139
PTRHD1,89
PTTG1,102
PTTG1IP,89
PTTG2,34
PTX3,175
PTX4,178
PUF60,6
PUM1,53
PUM2,96
PURA,186
PURB,67
PURG,191
PUS1,99
PUS3,99
PUS7,99
PUS7L,48
PUSL1,75
PVALB,26
PVR,16
PWWP2A,193
PWWP2B,78
PWWP3A,197
PWWP3B,44
PXDN,96
PXDNL,48
PXK,39
PXMP2,78
PXN,152
PXYLP1,3
PYCARD,180
PYCR1,73
PYCR2,29
PYCR3,61
PYDC1,133
PYGB,185
PYGL,128
PYGM,119
PYGO1,28
PYGO2,90
PYHIN1,11
PYROXD1,162
PYROXD2,60
PYY,198
PZP,17
QARS1,108
QKI,85
QPCT,5
QPCTL,128
QRFPR,5
QRICH1,82
QRICH2,166
QRSL1,72
QSER1,192
QSOX1,63
QSOX2,78
QTRT1,164
QTRT2,157
R3HCC1,198
R3HCC1L,32
R3HDM1,124
R3HDM2,195
R3HDML,42
RAB10,104
RAB11A,6
RAB11B,190
RAB11FIP1,192
RAB11FIP2,29
RAB11FIP3,78
RAB11FIP4,123
RAB11FIP5,68
RAB12,23
RAB13,144
RAB14,148
RAB15,11
RAB17,78
RAB18,150
RAB19,193
RAB1A,147
RAB1B,119
RAB20,193
RAB21,150
RAB22A,59
RAB23,6
RAB24,74
RAB25,129
RAB26,197
RAB27A,7
RAB27B,192
RAB28,31
RAB29,125
RAB2A,48
RAB2B,121
RAB30,132
RAB31,96
RAB32,65
RAB33A,19
RAB33B,196
RAB34,123
RAB35,109
RAB37,182
RAB38,47
RAB39A,79
RAB39B,62
RAB3A,14
RAB3B,173
RAB3C,128
RAB3D,61
RAB3IL1,125
RAB3IP,9
RAB40A,139
RAB40AL,139
RAB40B,73
RAB40C,61
RAB41,36
RAB42,185
RAB43,61
RAB4A,6
RAB4B,142
RAB5A,26
RAB5B,3
RAB5C,107
RAB6A,104
RAB6B,5
RAB7A,150
RAB8A,109
RAB8B,127
RAB9A,48
RAB9B,36
RABEP1,24
RABEP2,65
RABEPK,178
RABGAP1,11
RABGAP1L,155
RABGGTA,101
RABGGTB,101
RABL2A,14
RABL2B,78
RAC1,152
RAC2,113
RAC3,73
RAD21,29
RAD21L1,32
RAD23A,165
RAD23B,20
RAD51,83
RAD51AP1,37
RAD51B,83
RAD51C,83
RAD51D,83
RAD54B,139
RAD54L,127
RAD54L2,3
RAD9A,83
RAD9B,32
RADIL,185
RAE1,16
RAET1E,175
RAET1G,62
RAET1L,62
RAF1,149
RAI1,138
RAI2,190
RALA,3
RALB,32
RALGAPA1,132
RALGAPA2,28
RALGDS,54
RALGPS1,28
RALGPS2,48
RALY,48
RALYL,15
RAMP1,78
RAMP2,34
RAMP3,180
RANBP1,113
RANBP10,65
RANBP17,7
RANBP2,13
RANBP3,149
RANBP3L,51
RANBP6,62
RANBP9,161
RAP1A,164
RAP1B,52
RAP1GAP,70
RAP1GAP2,167
RAP2A,74
RAP2B,74
RAP2C,108
RAPGEF1,152
RAPGEF2,152
RAPGEF3,5
RAPGEF4,173
RAPGEF5,7
RAPGEF6,152
RAPGEFL1,122
RAPH1,152
RAPSN,177
RARA,63
RARB,9
RARG,104
RARRES1,32
RARS1,101
RARS2,72
RASA1,115
RASA2,108
RASA3,189
RASA4,94
RASA4B,94
RASAL1,70
RASAL2,105
RASAL3,37
RASD1,10
RASD2,15
RASEF,3
RASGEF1A,180
RASGEF1B,175
RASGEF1C,168
RASGRF1,29
RASGRF2,189
RASGRP1,137
RASGRP2,119
RASGRP3,149
RASGRP4,120
RASIP1,190
RASL10A,70
RASL10B,123
RASL11A,48
RASL11B,174
RASL12,138
RASSF1,54
RASSF2,138
RASSF3,37
RASSF4,188
RASSF5,61
RASSF6,42
RASSF7,78
RASSF8,164
RASSF9,47
RAVER1,3
RAVER2,164
RAX,67
RAX2,199
RB1,159
RBAK,32
RBBP4,99
RBBP5,101
RBBP6,194
RBBP7,162
RBBP8,86
RBBP8NL,77
RBCK1,182
RBFOX1,142
RBFOX2,44
RBFOX3,36
RBKS,173
RBL1,87
RBL2,87
RBM10,88
RBM11,26
RBM12,116
RBM12B,31
RBM14,116
RBM15,110
RBM15B,43
RBM19,100
RBM20,29
RBM23,121
RBM24,3
RBM26,110
RBM27,110
RBM28,100
RBM3,186
RBM34,74
RBM38,58
RBM39,13
RBM41,53
RBM43,44
RBM45,27
RBM46,49
RBM47,159
RBM5,110
RBM6,64
RBM7,37
RBMS1,28
RBMS2,55
RBMS3,186
RBMX,86
RBMX2,13
RBMXL1,183
RBMXL2,186
RBMXL3,53
RBP1,132
RBP2,191
RBP5,180
RBP7,7
RBPJ,113
RBPJL,188
RBPMS,37
RBPMS2,198
RBX1,13
RC3H1,162
RC3H2,162
RCAN1,164
RCAN2,24
RCAN3,96
RCBTB1,139
RCBTB2,143
RCC1,102
RCC1L,72
RCC2,179
RCCD1,179
RCL1,100
RCN1,157
RCN2,44
RCN3,169
RCOR1,116
RCOR2,125
RCOR3,42
RCSD1,125
RCVRN,193
RD3,68
RD3L,47
RDH10,49
RDH11,46
RDH12,37
RDH13,179
RDH14,57
RDH16,200
RDH5,165
RDH8,26
RDX,32
REC8,121
RECQL,2
RECQL5,35
REEP1,127
REEP2,173
REEP3,48
REEP4,179
REEP5,196
REEP6,172
REG1A,2
REG1B,49
REG3A,32
REG3G,192
REG4,154
REL,113
RELA,165
RELB,117
RELT,130
REM1,156
REM2,67
REN,175
REPS1,68
REPS2,94
RERE,179
RERG,14
RERGL,54
REST,48
RET,137
RETN,140
RETNLB,125
RETSAT,127
REV1,21
REV3L,34
REXO1,70
REXO4,187
REXO5,164
RFC2,102
RFC3,102
RFC4,102
RFC5,102
RFFL,185
RFLNA,61
RFNG,77
RFPL1,38
RFPL2,20
RFPL3,178
RFPL4B,136
RFTN1,23
RFTN2,24
RFX1,182
RFX2,191
RFX3,57
RFX4,8
RFX5,129
RFX6,136
RFX8,133
RFXANK,135
RGL1,197
RGL2,51
RGL3,180
RGL4,30
RGMA,63
RGMB,89
RGPD4,191
RGR,132
RGS1,11
RGS10,132
RGS11,31
RGS12,166
RGS13,28
RGS14,70
RGS16,41
RGS17,46
RGS18,164
RGS19,58
RGS2,157
RGS20,44
RGS21,44
RGS22,178
RGS3,157
RGS4,31
RGS5,2
RGS6,21
RGS7,31
RGS7BP,24
RGS8,189
RGS9,20
RGS9BP,166
RGSL1,142
RHAG,156
RHBDD1,141
RHBDD2,190
RHBDD3,66
RHBDF1,78
RHBDF2,142
RHBDL1,78
RHBDL2,128
RHBDL3,142
RHCE,69
RHCG,6
RHD,69
RHEB,149
RHEBL1,165
RHO,138
RHOA,149
RHOB,62
RHOBTB1,140
RHOBTB2,175
RHOBTB3,44
RHOC,153
RHOD,119
RHOF,7
RHOG,78
RHOH,190
RHOJ,132
RHOQ,183
RHOT1,123
RHOT2,191
RHOU,179
RHOV,68
RHOXF1,170
RHOXF2,118
RHOXF2B,118
RHPN1,76
RHPN2,1
RIBC1,2
RIC8A,149
RIC8B,70
RIGI,171
RIIAD1,30
RILP,41
RILPL1,167
RILPL2,77
RIMBP2,167
RIMBP3,163
RIMKLA,170
RIMKLB,187
RIMS1,43
RIMS2,189
RIMS3,128
RIMS4,167
RIN1,119
RIN2,34
RIN3,19
RING1,90
RINL,68
RIOK1,100
RIOK2,194
RIOK3,31
RIOX2,33
RIPK1,197
RIPK2,187
RIPK3,121
RIPK4,158
RIPOR1,196
RIPOR2,23
RIPOR3,19
RIPPLY1,193
RIPPLY2,186
RIPPLY3,67
RIT1,129
RIT2,143
RLBP1,60
RLF,88
RLIM,192
RLN1,10
RLN2,10
RLN3,138
RMDN1,37
RMDN2,31
RMDN3,177
RMND5A,161
RMND5B,74
RNASE1,121
RNASE10,121
RNASE11,121
RNASE12,121
RNASE13,121
RNASE2,44
RNASE3,5
RNASE4,121
RNASE6,121
RNASE7,180
RNASE8,121
RNASE9,121
RND1,68
RND2,122
RND3,178
RNF11,199
RNF111,171
RNF112,19
RNF113A,13
RNF113B,179
RNF114,162
RNF115,140
RNF121,145
RNF122,48
RNF123,124
RNF125,68
RNF126,193
RNF128,29
RNF13,200
RNF130,61
RNF133,156
RNF135,9
RNF138,33
RNF139,131
RNF14,194
RNF144A,57
RNF144B,172
RNF148,38
RNF149,189
RNF150,64
RNF151,15
RNF152,168
RNF157,68
RNF166,187
RNF167,37
RNF168,83
RNF169,164
RNF175,61
RNF180,44
RNF181,127
RNF182,36
RNF183,50
RNF185,70
RNF19A,57
RNF19B,174
RNF2,5
RNF20,110
RNF208,78
RNF212,96
RNF212B,121
RNF215,19
RNF216,159
RNF217,157
RNF223,75
RNF224,78
RNF24,24
RNF34,44
RNF38,37
RNF39,64
RNF40,110
RNF41,136
RNF43,65
RNF44,74
RNF5,185
RNF6,33
RNF7,108
RNFT1,164
RNFT2,60
RNGTT,191
RNH1,69
RNPC3,194
RNPEP,182
ROBO1,167
ROBO2,68
ROBO3,79
ROBO4,172
ROCK1,108
ROCK2,108
ROM1,67
ROPN1,59
ROPN1B,167
ROPN1L,78
ROR1,67
ROR2,42
RORA,143
RORB,138
RORC,129
ROS1,42
RP1,144
RP1L1,14
RPA2,13
RPA4,26
RPAP3,162
RPE,111
RPE65,136
RPEL1,42
RPF1,100
RPGR,42
RPGRIP1,121
RPGRIP1L,11
RPH3A,193
RPH3AL,175
RPL10,194
RPL10A,84
RPL10L,44
RPL12,99
RPL22,140
RPL22L1,143
RPL24,84
RPL26,84
RPL26L1,183
RPL3,84
RPL32,84
RPL35,84
RPL36AL,183
RPL39,48
RPL39L,139
RPL3L,67
RPL7,84
RPL7A,34
RPL8,84
RPLP0,194
RPLP1,52
RPLP2,194
RPP25,64
RPP25L,85
RPRD1A,30
RPRD1B,116
RPRD2,116
RPRM,175
RPRML,55
RPS14,84
RPS16,100
RPS23,84
RPS27A,84
RPS27L,1
RPS3,84
RPS4X,165
RPS5,84
RPS6KA1,115
RPS6KA2,17
RPS6KA3,6
RPS6KA4,36
RPS6KA5,178
RPS6KA6,35
RPS6KB1,26
RPS6KB2,175
RPS6KC1,96
RPS6KL1,185
RPTN,166
RPUSD1,70
RPUSD2,177
RPUSD3,72
RPUSD4,72
RRAD,171
RRAGA,148
RRAGB,31
RRAGC,148
RRAGD,178
RRAS,20
RRAS2,26
RREB1,172
RRH,28
RRM2,13
RRM2B,181
RRP1,100
RRP1B,44
RS1,96
RSBN1,154
RSBN1L,37
RSF1,98
RSL1D1,100
RSL24D1,84
RSPH1,1
RSPH4A,171
RSPH6A,124
RSPO1,128
RSPO2,34
RSPO3,49
RSPO4,63
RSPRY1,139
RSRC2,143
RSRP1,64
RTBDN,16
RTCA,154
RTEL1,113
RTKN,187
RTKN2,37
RTL1,74
RTL10,163
RTL3,20
RTL4,155
RTL5,49
RTL6,98
RTL8A,67
RTL8B,67
RTL8C,169
RTL9,68
RTN1,1
RTN2,67
RTN3,125
RTN4,167
RTN4IP1,72
RTN4R,22
RTN4RL1,185
RTN4RL2,188
RTP1,184
RTP2,179
RTP3,15
RTP4,64
RTP5,179
RUBCN,64
RUBCNL,23
RUFY1,74
RUFY2,67
RUFY3,144
RUNDC3A,48
RUNDC3B,24
RUNX1,115
RUNX1T1,5
RUNX2,9
RUNX3,113
RUSC1,129
RUSC2,176
RUVBL1,194
RUVBL2,194
RWDD2A,137
RWDD2B,44
RXFP1,48
RXFP2,192
RXFP3,68
RXFP4,129
RXRA,104
RXRB,128
RXRG,138
RYR1,120
RYR2,58
RYR3,174
S100A1,64
S100A10,28
S100A11,185
S100A12,23
S100A13,188
S100A14,174
S100A16,48
S100A2,145
S100A3,22
S100A4,22
S100A5,144
S100A6,64
S100A8,129
S100A9,34
S100B,23
S100G,38
S100P,36
S100Z,67
S1PR1,42
S1PR2,17
S1PR3,167
S1PR4,168
S1PR5,140
SAA4,28
SAAL1,44
SAC3D1,166
SACM1L,102
SAE1,59
SAFB,89
SAFB2,89
SAG,70
SAGE1,44
SALL1,142
SALL2,121
SALL3,66
SALL4,142
SAMD10,77
SAMD11,75
SAMD12,88
SAMD13,154
SAMD14,180
SAMD15,199
SAMD3,49
SAMD4A,23
SAMD4B,160
SAMD7,124
SAMD8,34
SAMD9,196
SAMD9L,31
SAMSN1,49
SAP30,200
SAP30L,186
SAPCD1,34
SAPCD2,78
SAR1A,147
SAR1B,9
SARDH,182
SARS1,12
SARS2,72
SASH1,70
SASH3,61
SAT1,37
SAT2,155
SATB1,57
SATB2,104
SATL1,39
SAV1,105
SAXO1,6
SAXO2,32
SBF1,109
SBF2,109
SBK1,133
SBK2,190
SBNO1,12
SBNO2,56
SC5D,38
SCAF1,82
SCAF11,157
SCAF4,110
SCAF8,116
SCAMP2,15
SCAMP3,129
SCAMP4,58
SCAMP5,186
SCAND1,132
SCAND3,28
SCAP,103
SCARA3,143
SCARA5,169
SCARB1,175
SCARB2,127
SCARF1,41
SCARF2,163
SCD,103
SCD5,127
SCEL,28
SCFD1,13
SCFD2,171
SCGB1A1,138
SCGB1D1,125
SCGB1D2,188
SCGB1D4,188
SCGB2A1,24
SCGB2A2,155
SCGB3A1,57
SCGB3A2,96
SCGN,144
SCIMP,132
SCIN,23
SCLY,113
SCMH1,173
SCML1,156
SCML2,7
SCML4,21
SCN10A,136
SCN11A,174
SCN1A,43
SCN1B,120
SCN2A,138
SCN2B,19
SCN3A,28
SCN3B,79
SCN4A,10
SCN4B,79
SCN5A,181
SCN7A,28
SCN8A,137
SCN9A,2
SCNN1A,35
SCNN1B,144
SCNN1D,75
SCNN1G,36
SCO1,72
SCO2,72
SCP2,29
SCP2D1,42
SCPEP1,136
SCRIB,76
SCRN1,67
SCRN2,200
SCRN3,30
SCRT1,75
SCRT2,175
SCTR,65
SCUBE1,172
SCUBE2,196
SCUBE3,77
SCX,192
SCYL1,150
SCYL2,157
SCYL3,11
SDC1,180
SDC2,193
SDC3,55
SDC4,48
SDCBP,37
SDCBP2,170
SDE2,12
SDF2,123
SDF2L1,163
SDF4,75
SDHAF1,167
SDK1,14
SDK2,169
SDR16C5,21
SDR42E1,67
SDR9C7,68
SDS,155
SDSL,139
SEBOX,185
SEC11A,59
SEC11C,196
SEC13,102
SEC14L1,113
